turker,turker_gender,search_term,image_url,image_gender,bls_p_women,bls_p_image_gender,search_p_women,attractive,provocative,sexy,professional,competent,inappropriate,trustworthy,weird
a164,female,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/4.jpg,man,0.215,0.785,0.241758242,neutral,neutral,neutral,agree,agree,disagree,agree,disagree
a25,female,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/8.jpg,man,0.215,0.785,0.241758242,strongly disagree,strongly disagree,strongly disagree,neutral,neutral,strongly disagree,neutral,disagree
a164,female,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/37.jpg,woman,0.029,0.029,0.125,agree,agree,agree,neutral,neutral,neutral,neutral,neutral
a160,female,garbage collector,http://homes.cs.washington.edu/~mjskay/aws-images/google/garbage collector/12.jpg,man,0.066,0.934,0.057142857,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,agree,disagree,strongly agree
a17,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/14.jpg,woman,0.537,0.537,0.576923077,neutral,neutral,disagree,agree,agree,disagree,agree,disagree
a158,male,electrician,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/1.jpg,man,0.018,0.982,0.04,neutral,neutral,neutral,agree,agree,strongly disagree,neutral,strongly disagree
a139,male,roofer,http://homes.cs.washington.edu/~mjskay/aws-images/google/roofer/2.jpg,man,0.015,0.985,0,disagree,neutral,disagree,neutral,agree,disagree,agree,disagree
a103,male,truck driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/truck driver/51.jpg,woman,0.054,0.054,0.069444444,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,strongly disagree,strongly disagree,strongly disagree
a164,female,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/23.jpg,man,0.441,0.559,0.476190476,neutral,neutral,neutral,agree,agree,disagree,agree,disagree
a25,female,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/20.jpg,woman,0.441,0.441,0.476190476,neutral,strongly disagree,neutral,disagree,agree,strongly disagree,agree,strongly disagree
a116,female,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/19.jpg,woman,0.343,0.343,0.301204819,agree,neutral,neutral,agree,agree,disagree,neutral,neutral
a158,male,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/33.jpg,man,0.861,0.139,0.846153846,neutral,neutral,neutral,strongly agree,agree,strongly disagree,neutral,strongly disagree
a25,female,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/9.jpg,woman,0.596,0.596,0.685714286,agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a171,female,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/2.jpg,woman,0.868,0.868,0.953846154,strongly disagree,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,agree,neutral
a134,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/13.jpg,woman,0.377,0.377,0.287671233,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a64,male,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/57.jpg,man,0.862,0.138,0.779069767,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,neutral,strongly disagree,neutral
a160,female,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/11.jpg,man,0.596,0.404,0.685714286,strongly disagree,strongly disagree,strongly disagree,agree,neutral,neutral,neutral,strongly agree
a90,male,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/17.jpg,woman,0.537,0.537,0.576923077,strongly agree,agree,strongly agree,agree,agree,agree,agree,neutral
a20,female,electrician,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/4.jpg,man,0.018,0.982,0.04,disagree,disagree,strongly disagree,neutral,neutral,neutral,neutral,neutral
a103,male,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/31.jpg,man,0.596,0.404,0.685714286,strongly disagree,strongly disagree,strongly disagree,NA,agree,NA,neutral,neutral
a120,female,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/21.jpg,man,0.503,0.497,0.644444444,agree,disagree,disagree,agree,agree,disagree,agree,disagree
a160,female,garbage collector,http://homes.cs.washington.edu/~mjskay/aws-images/google/garbage collector/1.jpg,man,0.066,0.934,0.057142857,strongly disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,agree
a53,female,drafter,http://homes.cs.washington.edu/~mjskay/aws-images/google/drafter/16.jpg,man,0.166,0.834,0.181818182,disagree,strongly disagree,neutral,agree,agree,neutral,strongly agree,strongly agree
a26,male,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/0.jpg,man,0.455,0.545,0.1875,neutral,neutral,neutral,agree,agree,disagree,agree,neutral
a35,male,administrative assistant,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/16.jpg,man,0.953,0.047,0.923076923,strongly disagree,neutral,strongly disagree,agree,agree,disagree,agree,strongly agree
a64,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/20.jpg,woman,0.236,0.236,0.209302326,agree,neutral,agree,agree,agree,strongly disagree,agree,strongly disagree
a72,male,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/11.jpg,man,0.537,0.463,0.576923077,agree,disagree,neutral,agree,neutral,disagree,neutral,disagree
a99,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/57.jpg,woman,0.126,0.126,0.138888889,neutral,disagree,disagree,agree,neutral,disagree,neutral,disagree
a139,male,drafter,http://homes.cs.washington.edu/~mjskay/aws-images/google/drafter/21.jpg,man,0.166,0.834,0.181818182,disagree,neutral,disagree,agree,neutral,disagree,agree,disagree
a116,female,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/13.jpg,woman,0.442,0.442,0.532467532,neutral,neutral,neutral,agree,agree,disagree,agree,neutral
a64,male,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/19.jpg,woman,0.728,0.728,0.651162791,agree,strongly disagree,agree,strongly agree,agree,strongly disagree,agree,strongly disagree
a88,male,security guard,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/26.jpg,woman,0.185,0.185,0.052631579,strongly agree,neutral,agree,neutral,agree,disagree,agree,disagree
a118,male,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/60.jpg,woman,0.126,0.126,0.138888889,agree,strongly agree,agree,agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a164,female,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/41.jpg,man,0.881,0.119,0.926829268,disagree,disagree,disagree,neutral,agree,disagree,agree,disagree
a139,male,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/36.jpg,woman,0.297,0.297,0.15625,disagree,disagree,disagree,neutral,agree,disagree,neutral,disagree
a64,male,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/7.jpg,man,0.029,0.971,0.125,agree,neutral,neutral,strongly agree,NA,strongly disagree,agree,strongly disagree
a162,female,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/35.jpg,man,0.941,0.059,0.873239437,disagree,strongly disagree,strongly disagree,neutral,agree,strongly disagree,agree,disagree
a133,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/20.jpg,woman,0.236,0.236,0.209302326,agree,NA,agree,strongly agree,agree,strongly disagree,agree,strongly disagree
a99,female,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/51.jpg,man,0.861,0.139,0.846153846,neutral,disagree,neutral,agree,agree,strongly disagree,agree,disagree
a139,male,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/3.jpg,woman,0.442,0.442,0.532467532,neutral,agree,disagree,agree,agree,strongly disagree,agree,disagree
a116,female,roofer,http://homes.cs.washington.edu/~mjskay/aws-images/google/roofer/4.jpg,man,0.015,0.985,0,neutral,neutral,neutral,agree,neutral,disagree,neutral,neutral
a35,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/1.jpg,man,0.197,0.803,0.148148148,agree,agree,agree,disagree,agree,neutral,agree,agree
a151,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/18.jpg,woman,0.599,0.599,0.234042553,strongly agree,agree,strongly agree,agree,neutral,disagree,strongly disagree,disagree
a26,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/5.jpg,man,0.274,0.726,0.112244898,neutral,neutral,neutral,agree,agree,disagree,agree,NA
a103,male,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/15.jpg,woman,0.537,0.537,0.576923077,strongly disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,neutral,strongly disagree
a35,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/51.jpg,woman,0.274,0.274,0.112244898,disagree,disagree,disagree,strongly agree,strongly agree,strongly disagree,disagree,disagree
a139,male,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/65.jpg,man,0.868,0.132,0.953846154,disagree,disagree,disagree,disagree,disagree,neutral,disagree,agree
a64,male,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/28.jpg,woman,0.126,0.126,0.138888889,agree,strongly disagree,agree,strongly agree,agree,strongly disagree,strongly agree,strongly disagree
a162,female,truck driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/truck driver/94.jpg,woman,0.054,0.054,0.069444444,disagree,strongly disagree,disagree,agree,strongly agree,strongly disagree,agree,strongly disagree
a164,female,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/1.jpg,man,0.078,0.922,0.06779661,neutral,neutral,neutral,agree,agree,disagree,agree,disagree
a55,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/4.jpg,man,0.537,0.463,0.576923077,neutral,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a26,male,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/68.jpg,woman,0.297,0.297,0.15625,neutral,neutral,agree,disagree,agree,disagree,neutral,NA
a64,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/2.jpg,man,0.377,0.623,0.287671233,agree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a171,female,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/73.jpg,woman,0.197,0.197,0.148148148,agree,agree,agree,disagree,disagree,neutral,disagree,disagree
a20,female,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/9.jpg,man,0.915,0.085,0.962962963,strongly disagree,disagree,strongly disagree,agree,agree,disagree,neutral,agree
a46,female,butcher,http://homes.cs.washington.edu/~mjskay/aws-images/google/butcher/36.jpg,woman,0.23,0.23,0.079365079,agree,strongly agree,strongly agree,strongly disagree,neutral,agree,neutral,agree
a162,female,electrician,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/42.jpg,woman,0.018,0.018,0.04,agree,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a108,female,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/4.jpg,man,0.599,0.401,0.234042553,neutral,agree,disagree,disagree,neutral,agree,neutral,disagree
a99,female,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/68.jpg,man,0.881,0.119,0.926829268,neutral,disagree,disagree,neutral,neutral,disagree,neutral,neutral
a64,male,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/2.jpg,woman,0.915,0.915,0.962962963,agree,agree,agree,strongly agree,agree,strongly disagree,agree,strongly disagree
a116,female,welder,http://homes.cs.washington.edu/~mjskay/aws-images/google/welder/15.jpg,man,0.048,0.952,0.076923077,neutral,neutral,neutral,agree,agree,disagree,neutral,neutral
a118,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/5.jpg,man,0.343,0.657,0.301204819,strongly disagree,neutral,strongly disagree,neutral,neutral,neutral,neutral,neutral
a87,female,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/18.jpg,woman,0.215,0.215,0.241758242,neutral,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,agree,strongly disagree
a139,male,plumber,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/64.jpg,woman,0.013,0.013,0.047058824,agree,agree,neutral,agree,agree,disagree,agree,disagree
a116,female,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/13.jpg,woman,0.596,0.596,0.685714286,NA,agree,neutral,neutral,neutral,neutral,disagree,agree
a64,male,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/3.jpg,man,0.132,0.868,0.154929577,neutral,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a116,female,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/13.jpg,man,0.441,0.559,0.476190476,neutral,neutral,neutral,neutral,agree,strongly disagree,neutral,neutral
a15,female,butcher,http://homes.cs.washington.edu/~mjskay/aws-images/google/butcher/8.jpg,man,0.23,0.77,0.079365079,agree,disagree,strongly disagree,neutral,disagree,neutral,disagree,neutral
a164,female,butcher,http://homes.cs.washington.edu/~mjskay/aws-images/google/butcher/9.jpg,man,0.23,0.77,0.079365079,disagree,disagree,disagree,disagree,agree,disagree,agree,disagree
a31,male,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/50.jpg,man,0.941,0.059,0.873239437,disagree,agree,NA,disagree,neutral,strongly disagree,disagree,disagree
a35,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/7.jpg,man,0.197,0.803,0.148148148,disagree,neutral,disagree,agree,agree,strongly disagree,strongly agree,agree
a120,female,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/1.jpg,man,0.343,0.657,0.301204819,agree,disagree,disagree,agree,agree,disagree,agree,disagree
a127,female,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/15.jpg,man,0.377,0.623,0.287671233,strongly disagree,agree,strongly disagree,disagree,disagree,neutral,disagree,disagree
a171,female,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/57.jpg,woman,0.377,0.377,0.141025641,neutral,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,agree
a64,male,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/7.jpg,man,0.132,0.868,0.154929577,neutral,disagree,disagree,strongly agree,agree,strongly disagree,agree,strongly disagree
a139,male,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/13.jpg,man,0.556,0.444,0.246153846,disagree,neutral,disagree,agree,agree,neutral,disagree,disagree
a127,female,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/18.jpg,woman,0.274,0.274,0.112244898,agree,disagree,agree,agree,agree,strongly disagree,agree,disagree
a164,female,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/9.jpg,woman,0.596,0.596,0.685714286,neutral,neutral,neutral,agree,agree,disagree,agree,disagree
a148,female,crane operator,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/0.jpg,man,0.04,0.96,0.068181818,disagree,strongly disagree,strongly disagree,strongly disagree,neutral,strongly disagree,neutral,disagree
a139,male,crane operator,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/10.jpg,man,0.04,0.96,0.068181818,neutral,disagree,disagree,agree,agree,disagree,agree,disagree
a75,male,welder,http://homes.cs.washington.edu/~mjskay/aws-images/google/welder/19.jpg,man,0.048,0.952,0.076923077,disagree,agree,strongly disagree,agree,agree,strongly disagree,neutral,neutral
a171,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/5.jpg,man,0.126,0.874,0.138888889,strongly disagree,strongly disagree,strongly disagree,agree,neutral,strongly disagree,agree,disagree
a108,female,plumber,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/6.jpg,man,0.013,0.987,0.047058824,agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
a164,female,drafter,http://homes.cs.washington.edu/~mjskay/aws-images/google/drafter/21.jpg,man,0.166,0.834,0.181818182,neutral,disagree,disagree,neutral,agree,disagree,agree,neutral
a118,male,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/2.jpg,woman,0.861,0.861,0.846153846,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a90,male,administrative assistant,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/71.jpg,man,0.953,0.047,0.923076923,agree,neutral,agree,agree,neutral,neutral,agree,neutral
a169,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/5.jpg,man,0.274,0.726,0.112244898,neutral,strongly disagree,disagree,strongly agree,agree,strongly disagree,neutral,strongly disagree
a55,female,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/42.jpg,man,0.678,0.322,0.6875,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,neutral,strongly disagree,agree
a116,female,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/16.jpg,woman,0.441,0.441,0.476190476,agree,neutral,agree,agree,NA,disagree,neutral,neutral
a64,male,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/7.jpg,woman,0.941,0.941,0.873239437,agree,neutral,neutral,NA,agree,strongly disagree,agree,strongly disagree
a125,female,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/33.jpg,man,0.814,0.186,0.717948718,neutral,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a64,male,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/20.jpg,man,0.442,0.558,0.532467532,neutral,disagree,disagree,strongly agree,agree,strongly disagree,agree,strongly disagree
a116,female,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/8.jpg,man,0.297,0.703,0.15625,neutral,neutral,neutral,neutral,agree,disagree,neutral,neutral
a120,female,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/1.jpg,man,0.215,0.785,0.241758242,neutral,disagree,disagree,agree,agree,disagree,agree,disagree
a169,male,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/8.jpg,man,0.441,0.559,0.476190476,disagree,strongly disagree,strongly disagree,agree,neutral,strongly disagree,neutral,strongly disagree
a151,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/10.jpg,man,0.236,0.764,0.209302326,agree,disagree,neutral,agree,agree,disagree,neutral,neutral
a39,male,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/7.jpg,man,0.503,0.497,0.644444444,agree,agree,agree,agree,agree,disagree,neutral,neutral
a103,male,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/5.jpg,woman,0.915,0.915,0.962962963,strongly disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,strongly disagree,strongly disagree
a64,male,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/21.jpg,man,0.503,0.497,0.644444444,agree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a25,female,security guard,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/7.jpg,man,0.185,0.815,0.052631579,neutral,disagree,disagree,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a160,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/60.jpg,woman,0.126,0.126,0.138888889,agree,strongly disagree,neutral,agree,agree,strongly disagree,agree,disagree
a90,male,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/9.jpg,woman,0.596,0.596,0.685714286,agree,neutral,agree,agree,agree,neutral,strongly agree,neutral
a116,female,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/62.jpg,woman,0.029,0.029,0.125,neutral,neutral,neutral,neutral,neutral,disagree,neutral,neutral
a64,male,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/0.jpg,man,0.215,0.785,0.241758242,agree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a118,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/9.jpg,man,0.343,0.657,0.301204819,agree,strongly agree,neutral,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a36,female,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/2.jpg,woman,0.861,0.861,0.846153846,agree,disagree,neutral,agree,agree,strongly disagree,agree,strongly disagree
a125,female,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/26.jpg,woman,0.197,0.197,0.148148148,agree,disagree,disagree,agree,agree,disagree,neutral,disagree
a64,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/4.jpg,man,0.599,0.401,0.234042553,agree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a80,male,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/1.jpg,man,0.029,0.971,0.125,neutral,disagree,neutral,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a118,male,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/5.jpg,man,0.126,0.874,0.138888889,disagree,neutral,strongly disagree,neutral,neutral,strongly disagree,neutral,strongly disagree
a139,male,welder,http://homes.cs.washington.edu/~mjskay/aws-images/google/welder/6.jpg,man,0.048,0.952,0.076923077,disagree,disagree,disagree,neutral,agree,disagree,agree,disagree
a116,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/9.jpg,woman,0.537,0.537,0.576923077,agree,agree,agree,agree,agree,disagree,agree,neutral
a120,female,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/6.jpg,man,0.377,0.623,0.287671233,disagree,disagree,disagree,agree,agree,disagree,agree,disagree
a66,male,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/3.jpg,woman,0.868,0.868,0.953846154,disagree,disagree,disagree,agree,agree,strongly disagree,agree,neutral
a35,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/6.jpg,man,0.377,0.623,0.287671233,agree,disagree,disagree,strongly agree,agree,strongly disagree,agree,disagree
a116,female,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/20.jpg,woman,0.441,0.441,0.476190476,agree,neutral,agree,agree,neutral,disagree,neutral,agree
a64,male,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/0.jpg,woman,0.678,0.678,0.6875,strongly agree,agree,agree,agree,agree,strongly disagree,agree,strongly disagree
a120,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/60.jpg,woman,0.126,0.126,0.138888889,agree,disagree,disagree,agree,agree,disagree,agree,disagree
a64,male,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/4.jpg,man,0.297,0.703,0.15625,neutral,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a120,female,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/14.jpg,man,0.503,0.497,0.644444444,agree,disagree,disagree,agree,agree,disagree,agree,disagree
a158,male,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/12.jpg,woman,0.441,0.441,0.476190476,disagree,strongly disagree,NA,agree,agree,strongly disagree,strongly disagree,strongly disagree
a25,female,security guard,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/38.jpg,woman,0.185,0.185,0.052631579,neutral,NA,disagree,agree,neutral,strongly disagree,agree,strongly disagree
a125,female,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/8.jpg,woman,0.377,0.377,0.287671233,neutral,strongly disagree,strongly disagree,agree,agree,disagree,agree,disagree
a64,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/1.jpg,man,0.197,0.803,0.148148148,agree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a120,female,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/12.jpg,woman,0.441,0.441,0.476190476,disagree,disagree,disagree,agree,agree,disagree,neutral,disagree
a91,male,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/4.jpg,man,0.078,0.922,0.06779661,disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a64,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/5.jpg,man,0.197,0.803,0.148148148,agree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a108,female,welder,http://homes.cs.washington.edu/~mjskay/aws-images/google/welder/15.jpg,man,0.048,0.952,0.076923077,neutral,strongly disagree,disagree,strongly agree,agree,disagree,neutral,disagree
a160,female,security guard,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/2.jpg,man,0.185,0.815,0.052631579,agree,strongly disagree,agree,agree,agree,strongly disagree,agree,disagree
a17,female,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/7.jpg,man,0.377,0.623,0.141025641,neutral,disagree,disagree,neutral,neutral,disagree,neutral,disagree
a120,female,truck driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/truck driver/5.jpg,man,0.054,0.946,0.069444444,disagree,disagree,disagree,agree,agree,disagree,agree,disagree
a133,male,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/3.jpg,woman,0.915,0.915,0.962962963,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a160,female,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/5.jpg,man,0.274,0.726,0.112244898,neutral,neutral,disagree,strongly agree,strongly agree,strongly disagree,agree,disagree
a25,female,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/3.jpg,woman,0.503,0.503,0.644444444,strongly agree,strongly disagree,agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a64,male,security guard,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/2.jpg,man,0.185,0.815,0.052631579,agree,neutral,neutral,strongly agree,agree,strongly disagree,agree,strongly disagree
a162,female,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/5.jpg,woman,0.941,0.941,0.873239437,neutral,strongly disagree,disagree,agree,strongly agree,strongly disagree,agree,strongly disagree
a164,female,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/21.jpg,woman,0.274,0.274,0.112244898,agree,agree,agree,agree,agree,disagree,neutral,disagree
a25,female,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/27.jpg,man,0.596,0.404,0.685714286,disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,disagree
a33,male,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/6.jpg,woman,0.941,0.941,0.873239437,neutral,strongly disagree,disagree,agree,agree,strongly disagree,agree,strongly disagree
